evaluated_at_utc,evaluated_at_ept,forecast_hour_beginning_utc,forecast_hour_beginning_ept,Forecast
2022-09-12 03:45:00+00:00,2022-09-11 23:45:00-04:00,2022-09-13 00:00:00+00:00,2022-09-12 20:00:00-04:00,37941
2022-09-12 03:45:00+00:00,2022-09-11 23:45:00-04:00,2022-09-13 01:00:00+00:00,2022-09-12 21:00:00-04:00,36043
2022-09-12 03:45:00+00:00,2022-09-11 23:45:00-04:00,2022-09-13 02:00:00+00:00,2022-09-12 22:00:00-04:00,33518
2022-09-12 03:45:00+00:00,2022-09-11 23:45:00-04:00,2022-09-13 03:00:00+00:00,2022-09-12 23:00:00-04:00,31025
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 04:00:00+00:00,2022-09-13 00:00:00-04:00,29689
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 05:00:00+00:00,2022-09-13 01:00:00-04:00,28143
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 06:00:00+00:00,2022-09-13 02:00:00-04:00,27129
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 07:00:00+00:00,2022-09-13 03:00:00-04:00,26761
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 08:00:00+00:00,2022-09-13 04:00:00-04:00,27016
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 09:00:00+00:00,2022-09-13 05:00:00-04:00,28256
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 10:00:00+00:00,2022-09-13 06:00:00-04:00,30524
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 11:00:00+00:00,2022-09-13 07:00:00-04:00,32084
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 12:00:00+00:00,2022-09-13 08:00:00-04:00,32998
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 13:00:00+00:00,2022-09-13 09:00:00-04:00,33597
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 14:00:00+00:00,2022-09-13 10:00:00-04:00,34378
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 15:00:00+00:00,2022-09-13 11:00:00-04:00,34963
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 16:00:00+00:00,2022-09-13 12:00:00-04:00,35615
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 17:00:00+00:00,2022-09-13 13:00:00-04:00,36253
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 18:00:00+00:00,2022-09-13 14:00:00-04:00,36885
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 19:00:00+00:00,2022-09-13 15:00:00-04:00,37562
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 20:00:00+00:00,2022-09-13 16:00:00-04:00,38163
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 21:00:00+00:00,2022-09-13 17:00:00-04:00,38559
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 22:00:00+00:00,2022-09-13 18:00:00-04:00,37875
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-13 23:00:00+00:00,2022-09-13 19:00:00-04:00,36675
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-14 00:00:00+00:00,2022-09-13 20:00:00-04:00,35790
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-14 01:00:00+00:00,2022-09-13 21:00:00-04:00,33869
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-14 02:00:00+00:00,2022-09-13 22:00:00-04:00,31338
2022-09-13 03:45:00+00:00,2022-09-12 23:45:00-04:00,2022-09-14 03:00:00+00:00,2022-09-13 23:00:00-04:00,28912
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 04:00:00+00:00,2022-09-14 00:00:00-04:00,27278
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 05:00:00+00:00,2022-09-14 01:00:00-04:00,25903
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 06:00:00+00:00,2022-09-14 02:00:00-04:00,24956
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 07:00:00+00:00,2022-09-14 03:00:00-04:00,24377
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 08:00:00+00:00,2022-09-14 04:00:00-04:00,24489
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 09:00:00+00:00,2022-09-14 05:00:00-04:00,25664
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 10:00:00+00:00,2022-09-14 06:00:00-04:00,27520
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 11:00:00+00:00,2022-09-14 07:00:00-04:00,29074
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 12:00:00+00:00,2022-09-14 08:00:00-04:00,29930
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 13:00:00+00:00,2022-09-14 09:00:00-04:00,30576
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 14:00:00+00:00,2022-09-14 10:00:00-04:00,31360
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 15:00:00+00:00,2022-09-14 11:00:00-04:00,32198
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 16:00:00+00:00,2022-09-14 12:00:00-04:00,33113
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 17:00:00+00:00,2022-09-14 13:00:00-04:00,34112
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 18:00:00+00:00,2022-09-14 14:00:00-04:00,35215
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 19:00:00+00:00,2022-09-14 15:00:00-04:00,36304
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 20:00:00+00:00,2022-09-14 16:00:00-04:00,37299
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 21:00:00+00:00,2022-09-14 17:00:00-04:00,38035
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 22:00:00+00:00,2022-09-14 18:00:00-04:00,37474
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-14 23:00:00+00:00,2022-09-14 19:00:00-04:00,36248
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-15 00:00:00+00:00,2022-09-14 20:00:00-04:00,35100
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-15 01:00:00+00:00,2022-09-14 21:00:00-04:00,33629
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-15 02:00:00+00:00,2022-09-14 22:00:00-04:00,30977
2022-09-14 03:45:00+00:00,2022-09-13 23:45:00-04:00,2022-09-15 03:00:00+00:00,2022-09-14 23:00:00-04:00,28433
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 04:00:00+00:00,2022-09-15 00:00:00-04:00,26670
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 05:00:00+00:00,2022-09-15 01:00:00-04:00,25129
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 06:00:00+00:00,2022-09-15 02:00:00-04:00,24123
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 07:00:00+00:00,2022-09-15 03:00:00-04:00,23707
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 08:00:00+00:00,2022-09-15 04:00:00-04:00,23910
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 09:00:00+00:00,2022-09-15 05:00:00-04:00,25051
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 10:00:00+00:00,2022-09-15 06:00:00-04:00,26609
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 11:00:00+00:00,2022-09-15 07:00:00-04:00,28160
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 12:00:00+00:00,2022-09-15 08:00:00-04:00,29222
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 13:00:00+00:00,2022-09-15 09:00:00-04:00,29694
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 14:00:00+00:00,2022-09-15 10:00:00-04:00,30104
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 15:00:00+00:00,2022-09-15 11:00:00-04:00,30571
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 16:00:00+00:00,2022-09-15 12:00:00-04:00,31188
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 17:00:00+00:00,2022-09-15 13:00:00-04:00,31831
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 18:00:00+00:00,2022-09-15 14:00:00-04:00,32513
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 19:00:00+00:00,2022-09-15 15:00:00-04:00,33141
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 20:00:00+00:00,2022-09-15 16:00:00-04:00,33967
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 21:00:00+00:00,2022-09-15 17:00:00-04:00,34580
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 22:00:00+00:00,2022-09-15 18:00:00-04:00,33886
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-15 23:00:00+00:00,2022-09-15 19:00:00-04:00,32855
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-16 00:00:00+00:00,2022-09-15 20:00:00-04:00,32050
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-16 01:00:00+00:00,2022-09-15 21:00:00-04:00,30561
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-16 02:00:00+00:00,2022-09-15 22:00:00-04:00,28433
2022-09-15 03:45:00+00:00,2022-09-14 23:45:00-04:00,2022-09-16 03:00:00+00:00,2022-09-15 23:00:00-04:00,26363
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 04:00:00+00:00,2022-09-16 00:00:00-04:00,24563
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 05:00:00+00:00,2022-09-16 01:00:00-04:00,23344
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 06:00:00+00:00,2022-09-16 02:00:00-04:00,22612
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 07:00:00+00:00,2022-09-16 03:00:00-04:00,22264
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 08:00:00+00:00,2022-09-16 04:00:00-04:00,22460
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 09:00:00+00:00,2022-09-16 05:00:00-04:00,23563
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 10:00:00+00:00,2022-09-16 06:00:00-04:00,25360
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 11:00:00+00:00,2022-09-16 07:00:00-04:00,26951
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 12:00:00+00:00,2022-09-16 08:00:00-04:00,27592
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 13:00:00+00:00,2022-09-16 09:00:00-04:00,27897
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 14:00:00+00:00,2022-09-16 10:00:00-04:00,28352
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 15:00:00+00:00,2022-09-16 11:00:00-04:00,28925
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 16:00:00+00:00,2022-09-16 12:00:00-04:00,29576
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 17:00:00+00:00,2022-09-16 13:00:00-04:00,30509
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 18:00:00+00:00,2022-09-16 14:00:00-04:00,31446
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 19:00:00+00:00,2022-09-16 15:00:00-04:00,32490
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 20:00:00+00:00,2022-09-16 16:00:00-04:00,33442
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 21:00:00+00:00,2022-09-16 17:00:00-04:00,33947
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 22:00:00+00:00,2022-09-16 18:00:00-04:00,33514
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-16 23:00:00+00:00,2022-09-16 19:00:00-04:00,32347
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-17 00:00:00+00:00,2022-09-16 20:00:00-04:00,31653
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-17 01:00:00+00:00,2022-09-16 21:00:00-04:00,30326
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-17 02:00:00+00:00,2022-09-16 22:00:00-04:00,28407
2022-09-16 03:45:00+00:00,2022-09-15 23:45:00-04:00,2022-09-17 03:00:00+00:00,2022-09-16 23:00:00-04:00,26366
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 04:00:00+00:00,2022-09-17 00:00:00-04:00,24672
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 05:00:00+00:00,2022-09-17 01:00:00-04:00,23324
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 06:00:00+00:00,2022-09-17 02:00:00-04:00,22539
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 07:00:00+00:00,2022-09-17 03:00:00-04:00,22095
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 08:00:00+00:00,2022-09-17 04:00:00-04:00,21933
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 09:00:00+00:00,2022-09-17 05:00:00-04:00,22169
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 10:00:00+00:00,2022-09-17 06:00:00-04:00,22792
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 11:00:00+00:00,2022-09-17 07:00:00-04:00,23729
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 12:00:00+00:00,2022-09-17 08:00:00-04:00,25123
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 13:00:00+00:00,2022-09-17 09:00:00-04:00,26422
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 14:00:00+00:00,2022-09-17 10:00:00-04:00,27622
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 15:00:00+00:00,2022-09-17 11:00:00-04:00,28734
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 16:00:00+00:00,2022-09-17 12:00:00-04:00,29895
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 17:00:00+00:00,2022-09-17 13:00:00-04:00,31097
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 18:00:00+00:00,2022-09-17 14:00:00-04:00,32322
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 19:00:00+00:00,2022-09-17 15:00:00-04:00,33553
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 20:00:00+00:00,2022-09-17 16:00:00-04:00,34647
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 21:00:00+00:00,2022-09-17 17:00:00-04:00,35270
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 22:00:00+00:00,2022-09-17 18:00:00-04:00,34660
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-17 23:00:00+00:00,2022-09-17 19:00:00-04:00,33882
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-18 00:00:00+00:00,2022-09-17 20:00:00-04:00,32978
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-18 01:00:00+00:00,2022-09-17 21:00:00-04:00,31616
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-18 02:00:00+00:00,2022-09-17 22:00:00-04:00,29771
2022-09-17 03:45:00+00:00,2022-09-16 23:45:00-04:00,2022-09-18 03:00:00+00:00,2022-09-17 23:00:00-04:00,27827
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 04:00:00+00:00,2022-09-18 00:00:00-04:00,25641
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 05:00:00+00:00,2022-09-18 01:00:00-04:00,24354
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 06:00:00+00:00,2022-09-18 02:00:00-04:00,23445
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 07:00:00+00:00,2022-09-18 03:00:00-04:00,22854
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 08:00:00+00:00,2022-09-18 04:00:00-04:00,22585
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 09:00:00+00:00,2022-09-18 05:00:00-04:00,22639
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 10:00:00+00:00,2022-09-18 06:00:00-04:00,22910
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 11:00:00+00:00,2022-09-18 07:00:00-04:00,23562
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 12:00:00+00:00,2022-09-18 08:00:00-04:00,24994
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 13:00:00+00:00,2022-09-18 09:00:00-04:00,26604
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 14:00:00+00:00,2022-09-18 10:00:00-04:00,28191
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 15:00:00+00:00,2022-09-18 11:00:00-04:00,29859
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 16:00:00+00:00,2022-09-18 12:00:00-04:00,31457
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 17:00:00+00:00,2022-09-18 13:00:00-04:00,33069
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 18:00:00+00:00,2022-09-18 14:00:00-04:00,34694
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 19:00:00+00:00,2022-09-18 15:00:00-04:00,36356
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 20:00:00+00:00,2022-09-18 16:00:00-04:00,37941
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 21:00:00+00:00,2022-09-18 17:00:00-04:00,38939
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 22:00:00+00:00,2022-09-18 18:00:00-04:00,38343
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-18 23:00:00+00:00,2022-09-18 19:00:00-04:00,37260
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-19 00:00:00+00:00,2022-09-18 20:00:00-04:00,35974
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-19 01:00:00+00:00,2022-09-18 21:00:00-04:00,34259
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-19 02:00:00+00:00,2022-09-18 22:00:00-04:00,31845
2022-09-18 03:45:00+00:00,2022-09-17 23:45:00-04:00,2022-09-19 03:00:00+00:00,2022-09-18 23:00:00-04:00,29528
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 04:00:00+00:00,2022-09-19 00:00:00-04:00,27169
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 05:00:00+00:00,2022-09-19 01:00:00-04:00,25833
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 06:00:00+00:00,2022-09-19 02:00:00-04:00,25089
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 07:00:00+00:00,2022-09-19 03:00:00-04:00,24749
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 08:00:00+00:00,2022-09-19 04:00:00-04:00,24988
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 09:00:00+00:00,2022-09-19 05:00:00-04:00,26378
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 10:00:00+00:00,2022-09-19 06:00:00-04:00,28678
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 11:00:00+00:00,2022-09-19 07:00:00-04:00,30334
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 12:00:00+00:00,2022-09-19 08:00:00-04:00,31935
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 13:00:00+00:00,2022-09-19 09:00:00-04:00,33653
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 14:00:00+00:00,2022-09-19 10:00:00-04:00,35287
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 15:00:00+00:00,2022-09-19 11:00:00-04:00,37155
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 16:00:00+00:00,2022-09-19 12:00:00-04:00,39072
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 17:00:00+00:00,2022-09-19 13:00:00-04:00,40838
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 18:00:00+00:00,2022-09-19 14:00:00-04:00,42543
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 19:00:00+00:00,2022-09-19 15:00:00-04:00,43702
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 20:00:00+00:00,2022-09-19 16:00:00-04:00,44764
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 21:00:00+00:00,2022-09-19 17:00:00-04:00,44852
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 22:00:00+00:00,2022-09-19 18:00:00-04:00,43497
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-19 23:00:00+00:00,2022-09-19 19:00:00-04:00,41667
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-20 00:00:00+00:00,2022-09-19 20:00:00-04:00,39821
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-20 01:00:00+00:00,2022-09-19 21:00:00-04:00,37364
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-20 02:00:00+00:00,2022-09-19 22:00:00-04:00,34386
2022-09-19 03:45:00+00:00,2022-09-18 23:45:00-04:00,2022-09-20 03:00:00+00:00,2022-09-19 23:00:00-04:00,31468
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 04:00:00+00:00,2022-09-20 00:00:00-04:00,27569
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 05:00:00+00:00,2022-09-20 01:00:00-04:00,26136
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 06:00:00+00:00,2022-09-20 02:00:00-04:00,25320
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 07:00:00+00:00,2022-09-20 03:00:00-04:00,24834
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 08:00:00+00:00,2022-09-20 04:00:00-04:00,25004
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 09:00:00+00:00,2022-09-20 05:00:00-04:00,26396
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 10:00:00+00:00,2022-09-20 06:00:00-04:00,28773
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 11:00:00+00:00,2022-09-20 07:00:00-04:00,30410
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 12:00:00+00:00,2022-09-20 08:00:00-04:00,31572
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 13:00:00+00:00,2022-09-20 09:00:00-04:00,32570
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 14:00:00+00:00,2022-09-20 10:00:00-04:00,33349
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 15:00:00+00:00,2022-09-20 11:00:00-04:00,34301
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 16:00:00+00:00,2022-09-20 12:00:00-04:00,35355
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 17:00:00+00:00,2022-09-20 13:00:00-04:00,36792
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 18:00:00+00:00,2022-09-20 14:00:00-04:00,37961
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 19:00:00+00:00,2022-09-20 15:00:00-04:00,39085
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 20:00:00+00:00,2022-09-20 16:00:00-04:00,40090
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 21:00:00+00:00,2022-09-20 17:00:00-04:00,40583
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 22:00:00+00:00,2022-09-20 18:00:00-04:00,39534
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-20 23:00:00+00:00,2022-09-20 19:00:00-04:00,38139
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-21 00:00:00+00:00,2022-09-20 20:00:00-04:00,36808
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-21 01:00:00+00:00,2022-09-20 21:00:00-04:00,34360
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-21 02:00:00+00:00,2022-09-20 22:00:00-04:00,31651
2022-09-20 03:45:00+00:00,2022-09-19 23:45:00-04:00,2022-09-21 03:00:00+00:00,2022-09-20 23:00:00-04:00,29060
